Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
17614,Xã Sơn Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17617,Thị trấn Đô Lương,,Thị trấn,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17619,Xã Giang Sơn Đông,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17620,Xã Giang Sơn Tây,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17623,Xã Lam Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17626,Xã Bồi Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17629,Xã Hồng Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17632,Xã Bài Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17635,Xã Ngọc Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17638,Xã Bắc Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17641,Xã Tràng Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17644,Xã Thượng Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17647,Xã Hòa Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17650,Xã Đặng Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17653,Xã Đông Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17656,Xã Nam Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17659,Xã Lưu Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17662,Xã Yên Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17665,Xã Văn Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17668,Xã Đà Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17671,Xã Lạc Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17674,Xã Tân Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17677,Xã Thái Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17680,Xã Quang Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17683,Xã Thịnh Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17686,Xã Trung Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17689,Xã Xuân Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17692,Xã Minh Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17695,Xã Thuận Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17698,Xã Nhân Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17701,Xã Hiến Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17704,Xã Mỹ Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17707,Xã Trù Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17710,Xã Đại Sơn,,Xã,427,Huyện Đô Lương,40,Tỉnh Nghệ An
17713,Thị trấn Thanh Chương,,Thị trấn,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17716,Xã Cát Văn,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17719,Xã Thanh Nho,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17722,Xã Hạnh Lâm,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17723,Xã Thanh Sơn,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17725,Xã Thanh Hòa,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17728,Xã Phong Thịnh,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17731,Xã Thanh Phong,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17734,Xã Thanh Mỹ,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17737,Xã Thanh Tiên,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17743,Xã Thanh Liên,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17749,Xã Đại Đồng,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17752,Xã Thanh Đồng,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17755,Xã Thanh Ngọc,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17758,Xã Thanh Hương,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17759,Xã Ngọc Lâm,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17761,Xã Thanh Lĩnh,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17764,Xã Đồng Văn,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17767,Xã Ngọc Sơn,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17770,Xã Thanh Thịnh,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17773,Xã Thanh An,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17776,Xã Thanh Chi,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17779,Xã Xuân Tường,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17782,Xã Thanh Dương,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17785,Xã Thanh Lương,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17788,Xã Thanh Khê,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17791,Xã Võ Liệt,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17794,Xã Thanh Long,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17797,Xã Thanh Thủy,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17800,Xã Thanh Khai,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17803,Xã Thanh Yên,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17806,Xã Thanh Hà,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17809,Xã Thanh Giang,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17812,Xã Thanh Tùng,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17815,Xã Thanh Lâm,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17818,Xã Thanh Mai,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17821,Xã Thanh Xuân,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17824,Xã Thanh Đức,,Xã,428,Huyện Thanh Chương,40,Tỉnh Nghệ An
17827,Thị trấn Quán Hành,,Thị trấn,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17830,Xã Nghi Văn,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17833,Xã Nghi Yên,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17836,Xã Nghi Tiến,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17839,Xã Nghi Hưng,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17842,Xã Nghi Đồng,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17845,Xã Nghi Thiết,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17848,Xã Nghi Lâm,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17851,Xã Nghi Quang,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17854,Xã Nghi Kiều,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17857,Xã Nghi Mỹ,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17860,Xã Nghi Phương,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17863,Xã Nghi Thuận,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17866,Xã Nghi Long,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17869,Xã Nghi Xá,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17875,Xã Nghi Hoa,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17878,Xã Khánh Hợp,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17881,Xã Nghi Thịnh,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17884,Xã Nghi Công Bắc,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17887,Xã Nghi Công Nam,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17890,Xã Nghi Thạch,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17893,Xã Nghi Trung,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17896,Xã Nghi Trường,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17899,Xã Nghi Diên,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17902,Xã Nghi Phong,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17905,Xã Nghi Xuân,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17911,Xã Nghi Vạn,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17917,Xã Phúc Thọ,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17926,Xã Nghi Thái,,Xã,429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
17932,Xã Nam Hưng,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17935,Xã Nam Nghĩa,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17938,Xã Nam Thanh,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17941,Xã Nam Anh,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17944,Xã Nam Xuân,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17947,Xã Nam Thái,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17950,Thị trấn Nam Đàn,,Thị trấn,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17953,Xã Nam Lĩnh,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17956,Xã Nam Giang,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17959,Xã Xuân Hòa,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17962,Xã Hùng Tiến,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17968,Xã Thượng Tân Lộc,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17971,Xã Kim Liên,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17977,Xã Hồng Long,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17980,Xã Xuân Lâm,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17983,Xã Nam Cát,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17986,Xã Khánh Sơn,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17989,Xã Trung Phúc Cường,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
17998,Xã Nam Kim,,Xã,430,Huyện Nam Đàn,40,Tỉnh Nghệ An
18001,Thị trấn Hưng Nguyên,,Thị trấn,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18004,Xã Hưng Trung,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18007,Xã Hưng Yên,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18008,Xã Hưng Yên Bắc,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18010,Xã Hưng Tây,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18016,Xã Hưng Đạo,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18019,Xã Hưng Mỹ,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18022,Xã Hưng Thịnh,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18025,Xã Hưng Lĩnh,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18028,Xã Hưng Thông,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18031,Xã Hưng Tân,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18034,Xã Hưng Lợi,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18037,Xã Hưng Nghĩa,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18040,Xã Hưng Phúc,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18043,Xã Long Xá,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18052,Xã Châu Nhân,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18055,Xã Xuân Lam,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
18064,Xã Hưng Thành,,Xã,431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
17104,Xã Quỳnh Vinh,,Xã,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17107,Xã Quỳnh Lộc,,Xã,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17110,Phường Quỳnh Thiện,Hoang Mai town,Phường,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17113,Xã Quỳnh Lập,,Xã,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17116,Xã Quỳnh Trang,,Xã,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17125,Phường Mai Hùng,,Phường,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17128,Phường Quỳnh Dị,,Phường,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17131,Phường Quỳnh Xuân,,Phường,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17134,Phường Quỳnh Phương,,Phường,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
17137,Xã Quỳnh Liên,,Xã,432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
18070,Phường Trần Phú,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18073,Phường Nam Hà,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18076,Phường Bắc Hà,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18077,Phường Nguyễn Du,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18079,Phường Tân Giang,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18082,Phường Đại Nài,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18085,Phường Hà Huy Tập,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18088,Xã Thạch Trung,,Xã,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18091,Phường Thạch Quý,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18094,Phường Thạch Linh,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18097,Phường Văn Yên,,Phường,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18100,Xã Thạch Hạ,,Xã,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18103,Xã Đồng Môn,,Xã,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18109,Xã Thạch Hưng,,Xã,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18112,Xã Thạch Bình,,Xã,436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
18115,Phường Bắc Hồng,,Phường,437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
18118,Phường Nam Hồng,,Phường,437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
18121,Phường Trung Lương,,Phường,437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
18124,Phường Đức Thuận,,Phường,437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
18127,Phường Đậu Liêu,,Phường,437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
18130,Xã Thuận Lộc,,Xã,437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
18133,Thị trấn Phố Châu,,Thị trấn,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18136,Thị trấn  Tây Sơn,,Thị trấn,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18139,Xã Sơn Hồng,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18142,Xã Sơn Tiến,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18145,Xã Sơn Lâm,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18148,Xã Sơn Lễ,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18157,Xã Sơn Giang,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18160,Xã Sơn Lĩnh,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18163,Xã An Hòa Thịnh,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18172,Xã Sơn Tây,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18175,Xã Sơn Ninh,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18178,Xã Sơn Châu,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18181,Xã Tân Mỹ Hà,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18184,Xã Quang Diệm,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18187,Xã Sơn Trung,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18190,Xã Sơn Bằng,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18193,Xã Sơn Bình,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18196,Xã Sơn Kim 1,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18199,Xã Sơn Kim 2,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18202,Xã Sơn Trà,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18205,Xã Sơn Long,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18211,Xã Kim Hoa,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18214,Xã Sơn Hàm,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18217,Xã Sơn Phú,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18223,Xã Sơn Trường,,Xã,439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
18229,Thị trấn Đức Thọ,,Thị trấn,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18235,Xã Quang Vĩnh,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18241,Xã Tùng Châu,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18244,Xã Trường Sơn,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18247,Xã Liên Minh,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18253,Xã Yên Hồ,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18259,Xã Tùng Ảnh,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18262,Xã Bùi La Nhân,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18274,Xã Thanh Bình Thịnh,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18277,Xã Lâm Trung Thủy,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18280,Xã Hòa Lạc,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18283,Xã Tân Dân,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18298,Xã An Dũng,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18304,Xã Đức Đồng,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18307,Xã Đức Lạng,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18310,Xã Tân Hương,,Xã,440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
18313,Thị trấn Vũ Quang,,Thị trấn,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18316,Xã Ân Phú,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18319,Xã Đức Giang,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18322,Xã Đức Lĩnh,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18325,Xã Thọ Điền,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18328,Xã Đức Hương,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18331,Xã Đức Bồng,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18334,Xã Đức Liên,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18340,Xã Hương Minh,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18343,Xã Quang Thọ,,Xã,441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
18352,Thị trấn Xuân An,,Thị trấn,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18355,Xã Xuân Hội,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18358,Xã Đan Trường,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18364,Xã Xuân Phổ,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18367,Xã Xuân Hải,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18370,Xã Xuân Giang,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18373,Thị trấn Tiên Điền,,Thị trấn,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18376,Xã Xuân Yên,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18379,Xã Xuân Mỹ,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18382,Xã Xuân Thành,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18385,Xã Xuân Viên,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18388,Xã Xuân Hồng,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18391,Xã Cỗ Đạm,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18394,Xã Xuân Liên,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18397,Xã Xuân Lĩnh,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18400,Xã Xuân Lam,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18403,Xã Cương Gián,,Xã,442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
18406,Thị trấn Nghèn,,Thị trấn,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18415,Xã Thiên Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18418,Xã Thuần Thiện,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18427,Xã Vượng Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18433,Xã Thanh Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18436,Xã Kim Song Trường,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18439,Xã Thường Nga,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18445,Xã Tùng Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18454,Xã Phú Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18463,Xã Gia Hanh,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18466,Xã Khánh Vĩnh Yên,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18472,Xã Trung Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18475,Xã Xuân Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18478,Xã Thượng Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18481,Xã Quang Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18484,Thị trấn Đồng Lộc,,Thị trấn,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18487,Xã Mỹ Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18490,Xã Sơn Lộc,,Xã,443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
18496,Thị trấn Hương Khê,,Thị trấn,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18499,Xã Điền Mỹ,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18502,Xã Hà Linh,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18505,Xã Hương Thủy,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18508,Xã Hòa Hải,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18514,Xã Phúc Đồng,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18517,Xã Hương Giang,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18520,Xã Lộc Yên,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18523,Xã Hương Bình,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18526,Xã Hương Long,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18529,Xã Phú Gia,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18532,Xã Gia Phố,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18535,Xã Phú Phong,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18538,Xã Hương Đô,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18541,Xã Hương Vĩnh,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18544,Xã Hương Xuân,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18547,Xã Phúc Trạch,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18550,Xã Hương Trà,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18553,Xã Hương Trạch,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
18556,Xã Hương Lâm,,Xã,444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
